datetime,u10,v10,u100,v100,power_generation
2012-02-01 00:00:00,-4.5301838530604694,1.38220012718581,-5.73889700302958,1.7734139316578599,0.331431292908234
2012-02-01 01:00:00,-2.68766588766939,1.93260974353446,-3.2429508468962998,2.4281601891634,0.106313576075626
2012-02-01 02:00:00,-1.69359537064706,2.3136087697041203,-1.98737757331807,2.86242154702789,0.041964702922252996
2012-02-01 03:00:00,-0.9853076221883491,2.62312294864834,-1.1373793299427,3.21789095883564,0.026176269724308997
2012-02-01 04:00:00,-0.549797358776353,3.04024463697979,-0.63818017878304,3.73275557186163,0.0688957981380971
2012-02-01 05:00:00,-0.38773151802732503,3.49044707908046,-0.47540629214031704,4.311468830830161,0.0760935983609504
2012-02-01 06:00:00,-0.32437244448346697,3.86041918732705,-0.431896327214339,4.81637124378001,0.0603321232162755
2012-02-01 07:00:00,-0.529789230288819,4.05814323284424,-0.7108262809362359,5.1369729553212595,0.23445418928147801
2012-02-01 08:00:00,-0.944957896405155,4.03837082829252,-1.25858566080793,5.22346296507321,0.216284461378096
2012-02-01 09:00:00,-1.2507487934563,3.9798140917355096,-1.7775973852821,5.419537175662709,0.20012760145214104
2012-02-01 10:00:00,-0.5724732377288921,2.74061666031143,-1.59462244349517,5.339839575053579,0.19083605909205303
2012-02-01 11:00:00,0.23885637244062302,2.50600947553431,-0.31845963294303803,5.264217419930151,0.11139067610797598
2012-02-01 12:00:00,0.904460113459264,2.21664793969088,0.8469858561456691,4.90195559897958,0.0710434563818698
2012-02-01 13:00:00,1.2882827116118,2.29345612660333,1.3861986357640401,5.0373509545598605,0.229745515977139
2012-02-01 14:00:00,0.7904137810803179,2.8695175284466803,0.613119794668534,5.94934508880291,0.39473778800186893
2012-02-01 15:00:00,0.544647269491772,2.8448020227570296,0.19822120055295497,5.8728172791271,0.34275367528126194
2012-02-01 16:00:00,0.619677751320026,2.7911883873379506,0.334189840946638,5.7962894694513,0.476231983034399
2012-02-01 17:00:00,0.518636702457978,2.8771222994281103,0.178797109068143,5.89364733383176,0.46269005427554705
2012-02-01 18:00:00,0.25419593761439996,3.0809301617304397,-0.31263240549759397,6.16398521771612,0.557726178066928
2012-02-01 19:00:00,-0.112286282515603,3.02313390227157,-0.983540525382993,6.06164625329759,0.502902483735308
2012-02-01 20:00:00,-0.8559217246356271,2.96990050540156,-2.20376195245887,5.93123199775538,0.523705114841307
2012-02-01 21:00:00,-1.9313586308406,3.27523206030599,-3.4076671426875,5.41500890290082,0.478442543402466
2012-02-01 22:00:00,-2.9957910663774197,3.22998367296648,-4.18696169305815,4.50165628682921,0.33613996621257297
2012-02-01 23:00:00,-3.66306215143669,3.2588818026959103,-4.82756823022724,4.300148148925451,0.25184213364005603
2012-02-02 00:00:00,-3.6557258376579203,2.98739147865885,-4.683441471409941,3.84958500911819,0.23530786096833398
2012-02-02 01:00:00,-3.35797580502568,2.3582452862644,-4.1903843577369795,2.97758905217421,0.378014808957262
2012-02-02 02:00:00,-3.3979107063474703,1.9476480079301501,-4.19743411346308,2.43453227203769,0.574314366845189
2012-02-02 03:00:00,-3.2041671256773996,1.60554922089999,-3.9199758702431295,2.00698612559719,0.355423960317745
2012-02-02 04:00:00,-3.0210992116973103,1.4331219841690201,-3.6767592976927994,1.7921677072756201,0.12158980626145698
2012-02-02 05:00:00,-2.6087021614138597,1.37800825553355,-3.15407026600078,1.72108424038576,0.0983753279896481
2012-02-02 06:00:00,-2.2117255185715097,1.6775907376163501,-2.65706248731096,2.08643235329763,0.0459544948060818
